ID,Sponsor Award Number,Account,Sponsor,sponsorNameNotAsLink(),Prime Sponsor,primeSponsorNotAsLink(),PI Last,PI First,Lead Financial Unit Code,Lead Financial Unit,leadFinancialUnitNotAsLink(),Short Title,AMT GCO,Obligated,Anticipated,Award Start Date,Obligated End Date,Award End Date (Anticipated),Teams,Status,Authorized Total,Awarded Total,Proposed Total
AWD00014764,FA95500410374,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[BB2EBB764C37D140BAA7DA19A3ADEC80]]'>GR07575</a> ,DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),,,Zhang,Yong-Hang,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,Semiconductor Optical Upconversion Refrigeration,Stewart,"$1,220,000","$1,220,000",5/1/2004,4/30/2010,4/30/2010,Team 1,Closed,"$1,220,000","$1,220,000","$1,220,000"
AWD00014961,W911NF0410303,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[839E3A4AF0A79C488FC29CE4DC78C690]]'>GR02007</a> ,DOD-ARMY-ARL: Army Research Office (ARO),DOD-ARMY-ARL: Army Research Office (ARO),,,Ponce,Fernando,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Support for the 27th International Conference on the Physics of Semiconductors,Taylor,"$3,000","$3,000",7/1/2004,12/31/2004,12/31/2004,Team 3,Closed,"$3,000","$3,000","$3,000"
AWD00014905,W911NF-04-1-0256,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[F0FA158B2DC6A5488C425873E8FD3830]]'>GR17721</a> ,DOD-ARMY-ARL: Army Research Office (ARO),DOD-ARMY-ARL: Army Research Office (ARO),,,Kouvetakis,John,B1715,"CLAS-NS: Molecular Sciences, School of (SMS)","CLAS-NS: Molecular Sciences, School of (SMS)","SYNTHESIS, CHARACTERIZATION, PROPERTIES AND PERFORMANCE OF NOVEL DIRECT BAND GAP SEMICONDUCTORS",Taylor,"$100,000","$100,000",7/15/2004,10/14/2005,10/14/2005,Team 3,Closed,"$100,000","$100,000","$100,000"
AWD00015155,0432439,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[4C01B490A3563541AAF3C66BBC9209AD]]'>GR00193</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Rivera,Daniel,B1314,Chemical Engineering,Chemical Engineering,GOALI:  Process Control Approaches to Supply Chain Management in Semiconductor Manufacturing,Coley-Bing,"$143,000","$143,000",10/1/2004,9/30/2008,9/30/2008,,Closed,"$143,000","$143,000","$143,000"
AWD00015142,0432395,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[E5D9416812AEDC4DA4FC3F34853B87F1]]'>GR29835</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Montgomery,Douglas,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",Semiconductor: Collaborative Research: Hierarchical Modeling of Yield and Defectivity to Improve Factory Operations,Jenkins,"$85,223","$85,223",1/1/2005,12/31/2007,12/31/2007,Team 2,Closed,"$85,223","$85,223","$85,223"
AWD00016496,AGR 07/01/05,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[CDA2E76044186742A35168014E03658C]]'>GR07680</a> ,Freescale Semiconductor,Freescale Semiconductor,,,Kiaei,Sayfe,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,C1 Member: Freescale Semiconductor,Stewart,"$150,000","$150,000",7/1/2005,6/30/2009,6/30/2009,Team 1,Closed,"$150,000","$150,000","$150,000"
AWD00019213,FA95500710530,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[932727E0BD61894FBE042F87C0CE5CBC]]'>GR17826</a> ,DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),,,Kouvetakis,John,B1715,"CLAS-NS: Molecular Sciences, School of (SMS)","CLAS-NS: Molecular Sciences, School of (SMS)",DURIP: Hybrid Molecular Deposition System for Ultra-low Temperature CVD Materials Synthesis and Semiconductor Materials Performance Optimization,Taylor,"$250,000","$250,000",7/1/2007,2/28/2009,2/28/2009,Team 3,Closed,"$250,000","$250,000","$250,000"
AWD00022187,C/S MPS0148,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[69601CDFDE59A9448EAEF429B5596031]]'>GR17887</a> ,Silicon Photonics Group,Silicon Photonics Group,,,Kouvetakis,John,B1715,"CLAS-NS: Molecular Sciences, School of (SMS)","CLAS-NS: Molecular Sciences, School of (SMS)",C/S DURIP:  Hybrid Molecular Deposition System for Ultra-low Temperature CVD Materials Synthesis and Semiconductor Materials Performance Optimization,Taylor,"$100,000","$100,000",7/1/2007,2/28/2010,2/28/2010,Team 3,Closed,"$100,000","$100,000","$100,000"
AWD00022188,C/S MPS0148,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[7F6CEB455BD7524DA5870A3CAD7004E9]]'>GR17873</a> ,,,,,Kouvetakis,John,B1715,"CLAS-NS: Molecular Sciences, School of (SMS)","CLAS-NS: Molecular Sciences, School of (SMS)",C/S:  Hybrid Molecular Deposition System for Ultra-low Temperature CVD Materials Synthesis and Semiconductor Materials Performance Optimization,Taylor,"$10,000","$10,000",7/1/2007,2/28/2009,2/28/2009,Team 3,Closed,"$10,000","$10,000","$10,000"
AWD00019364,W911NF07C0082,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[80238E5E1F3F894B89BFB441DF1D2BF7]]'>GR26545</a> ,NanoRTD LLC,NanoRTD LLC,DOD-ARMY-ARL: Army Research Office (ARO),DOD-ARMY-ARL: Army Research Office (ARO),Newman,Nathan,B3102,Materials Science and Engineering; SOM,Materials Science and Engineering; SOM,STTR: DILUTED MAGNETIC SEMICONDUCTOR DEVICES (DMS) FOR THE TERAHERTZ REGIME,Coley-Bing,"$48,000","$48,000",7/20/2007,1/20/2008,1/20/2008,Team 1,Closed,"$48,000","$48,000","$48,000"
AWD00019704,SCD07002,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[5064E5415DBA7B429A2D842F0847A16C]]'>GR09763</a> ,Solar Semiconductor PVT Ltd,Solar Semiconductor PVT Ltd,,,Tamizhmani,Govindasamy,I1005,Engineering Technology; CTI,Engineering Technology; CTI,SCD07002: IEC61215 qualification testing of Solar Semiconductor M6 series photovoltaic modules,Mun,"$20,035","$20,035",8/23/2007,12/31/2008,12/31/2008,Team 2,Closed,"$20,035","$20,035","$20,035"
AWD00019825,SCD07003,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[4C3D6BB91A87EA498DE26E25F21283A6]]'>GR09774</a> ,Solar Semiconductor PVT Ltd,Solar Semiconductor PVT Ltd,,,Tamizhmani,Govindasamy,I1003,Electronic Systems; CTI,Electronic Systems; CTI,SCD07003:  IEC 61730-2 Safety Tests of Solar Semiconductor S6 Series Photovoltaic Modules,Anderson,$0,$0,8/23/2007,10/2/2008,10/2/2008,Team 3,Closed,$0,$0,$0
AWD00019703,SCD07001,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[6ACB96CCD745BA49AD3311936C739C37]]'>GR09755</a> ,Solar Semiconductor PVT Ltd,Solar Semiconductor PVT Ltd,,,Tamizhmani,Govindasamy,I1003,Electronic Systems; CTI,Electronic Systems; CTI,SCD07001: IEC61215 qualification testing of Solar Semiconductor S5 and SC series photovoltaic modules,Anderson,"$30,943","$30,943",8/24/2007,12/31/2008,12/31/2008,Team 3,Closed,"$30,943","$30,943","$30,943"
AWD00019829,SCD07005,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[64F2A9B600022F4ABF5605112DFF70B0]]'>GR09778</a> ,Solar Semiconductor PVT Ltd,Solar Semiconductor PVT Ltd,,,Tamizhmani,Govindasamy,I1003,Electronic Systems; CTI,Electronic Systems; CTI,SCD07005: IEC 61215 Qualification Testing of Solar Semiconductor SSS-S6-270 Modules,Anderson,$0,$0,9/1/2007,10/2/2008,10/2/2008,Team 3,Closed,$0,$0,$0
AWD00019828,SCD07004,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[BA406FA501521D44AC1F4374A2D242B7]]'>GR09764</a> ,Solar Semiconductor PVT Ltd,Solar Semiconductor PVT Ltd,,,Tamizhmani,Govindasamy,I1003,Electronic Systems; CTI,Electronic Systems; CTI,SCD07004:  IEC 61215 Qualificaiton Testing of Solar Semiconductor SSI-M6-270 Modules,Anderson,$0,$0,9/14/2007,10/2/2008,10/2/2008,Team 3,Closed,$0,$0,$0
AWD00019994,SCD07007-CSA,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[F8C8B473D70C2A47B30CA23B799B9942]]'>GR09808</a> ,CSA International,CSA International,,,Tamizhmani,Govindasamy,I1003,Electronic Systems; CTI,Electronic Systems; CTI,SCD07007-CSA:ANSI/UL 1703 tests of Solar Semiconductor SSI-S6-225 photovoltaic modules for CSA International,Anderson,"$13,217","$13,217",10/23/2007,12/31/2008,12/31/2008,Team 3,Closed,"$13,217","$13,217","$13,217"
AWD00019995,SCD07008-CSA,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[D938B094581BEB4BA01CE47845A43CD5]]'>GR09803</a> ,CSA International,CSA International,,,Tamizhmani,Govindasamy,I1003,Electronic Systems; CTI,Electronic Systems; CTI,SCD07008-CSA:ANSI/UL 1703 tests of Solar Semiconductor SSI-M6-225 photovoltaic modules for CSA International,Anderson,"$1,500","$1,500",10/26/2007,12/31/2008,12/31/2008,Team 3,Closed,"$1,500","$1,500","$1,500"
AWD00019967,SCD07009,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[456E402312C8974986E4F0E4C530C3FF]]'>GR09796</a> ,Solar Semiconductor PVT Ltd,Solar Semiconductor PVT Ltd,,,Tamizhmani,Govindasamy,I1003,Electronic Systems; CTI,Electronic Systems; CTI,SCD07009: IEC61215 and IEC61730-2 module tests of Solar Semiconductor SSI-M6-270 photovoltaic modules with Motech cells,Anderson,$0,$0,11/1/2007,10/2/2008,10/2/2008,Team 3,Closed,$0,$0,$0
AWD00019980,SCD07010,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[50AD0E44E3EC2341B35319314A579AAF]]'>GR09782</a> ,Solar Semiconductor PVT Ltd,Solar Semiconductor PVT Ltd,,,Tamizhmani,Govindasamy,I1003,Electronic Systems; CTI,Electronic Systems; CTI,SCD07010:IEC61215 and IEC61730-2 module tests of Solar Semiconductor SSI-M6-270 photovoltaic modules with Gintech cells,Anderson,$0,$0,11/1/2007,10/2/2008,10/2/2008,Team 3,Closed,$0,$0,$0
AWD00019982,SCD07011,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[E8CF907CDAD5BE469AFADC025926C63C]]'>GR09789</a> ,Solar Semiconductor PVT Ltd,Solar Semiconductor PVT Ltd,,,Tamizhmani,Govindasamy,I1003,Electronic Systems; CTI,Electronic Systems; CTI,SCD07011:IEC61215 and IEC61730-2 module tests of Solar Semiconductor SSI_M6-270 photovoltaic modules with Ersol cells,Anderson,$0,$0,11/1/2007,10/2/2008,10/2/2008,Team 3,Closed,$0,$0,$0
AWD00020102,SC 08-04,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[15BEEE6DB0E81646B202B8E2212977A7]]'>GR06972</a> ,University of Texas: Dallas,University of Texas: Dallas,DOD-ARMY: Army Research Laboratory (ARL),DOD-ARMY: Army Research Laboratory (ARL),Allee,David,E1102,Flexible Electronics and Display Center (FEDC); OKED,Flexible Electronics and Display Center (FEDC); OKED,Center for Organic Semiconductor Modeling and Simulation (COSMOS),Stewart,"$54,775","$54,775",1/15/2008,6/17/2010,6/17/2010,Team 1,Closed,"$54,775","$54,775","$54,775"
AWD00020646,SCD08002-CSA,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[C95FD51BFDF8324EBB3E3111BD0998F1]]'>GR09893</a> ,CSA International,CSA International,,,Tamizhmani,Govindasamy,I1003,Electronic Systems; CTI,Electronic Systems; CTI,SCD08002-CSA:  ANSI/UL 1703 tests on Solar Semiconductor SSI-M6-270 photovoltaic modules with Q-cells,Anderson,"$9,276","$9,276",1/23/2008,12/31/2009,12/31/2009,Team 3,Closed,"$9,276","$9,276","$9,276"
AWD00020650,SCD08001-CSA,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[4F1473C18CA89B429674AE47DCD1DC78]]'>GR09904</a> ,CSA International,CSA International,,,Tamizhmani,Govindasamy,I1003,Electronic Systems; CTI,Electronic Systems; CTI,SCD08001-CSA:  ANSI/UL 1703 tests on Solar Semiconductor SSI-M6-270 photovoltaic modules,Anderson,"$4,264","$4,264",1/23/2008,12/31/2009,12/31/2009,Team 3,Closed,"$4,264","$4,264","$4,264"
AWD00020456,DEFG3608GO18003,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[9FABC63D6E623A4F8FBB74A9F89871CE]]'>GR17854</a> ,DOE: Golden Field Office,DOE: Golden Field Office,,,Kouvetakis,John,B1715,"CLAS-NS: Molecular Sciences, School of (SMS)","CLAS-NS: Molecular Sciences, School of (SMS)",Advanced Semiconductor Materials for Breakthrough Photovoltaic Applications,Taylor,"$896,246","$896,246",2/1/2008,1/31/2012,1/31/2012,Team 3,Closed,"$896,246","$896,246","$896,246"
AWD00021249,AGR 03/26/2008,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[B57675B43DB0A144AEB2A2731AFF8C9A]]'>GR26566</a> ,Freescale Semiconductor,Freescale Semiconductor,ASU: Connection One Consortium,ASU: Connection One Consortium,Diaz,Rodolfo,B3102,Materials Science and Engineering; SOM,Materials Science and Engineering; SOM,CEMAT Member - Freescale Semiconductor,Coley-Bing,"$50,000","$50,000",3/1/2008,6/30/2009,6/30/2009,Team 1,Closed,"$50,000","$50,000","$50,000"
AWD00021151,2003-1561-01,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[F59A16FBE1EF7B44AF49BB316153F6C5]]'>GR02096</a> ,North Carolina State University,North Carolina State University,"NSF-ENG: Division of Design, Manufacture, & Industrial Innovation (DMII)","NSF-ENG: Division of Design, Manufacture, & Industrial Innovation (DMII)",Nemanich,Robert,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Carbon Nanostructures and Wide Bandgap Semiconductors for Vacuum Thermionic Energy Conversion,Taylor,"$150,575","$150,575",6/1/2008,12/31/2008,12/31/2008,Team 3,Closed,"$150,575","$150,575","$150,575"
AWD00021671,S9002-08-0001,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[203BA95EADBE16468D0E28829893C3B3]]'>GR26595</a> ,NanoRTD LLC,NanoRTD LLC,DOD: Army,DOD: Army,Newman,Nathan,B3102,Materials Science and Engineering; SOM,Materials Science and Engineering; SOM,STTR:  Diluted-Magnetic Semiconductor (DMS) Tunneling Devices for the Terahertz Regime Phase II,Coley-Bing,"$240,000","$240,000",8/25/2008,5/24/2011,5/24/2011,Team 1,Closed,"$240,000","$240,000","$240,000"
AWD00022890,Y433509,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[B363277E1B29494493B6DEBF373CFA90]]'>GR27405</a> ,University of Arizona,University of Arizona,SRCCO Inc.,SRCCO Inc.,Posner,Jonathan,B1315,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,Development of Quantitative Structure-Activity Relationship for Prediction of Biological Effects of Nanoparticles Associated with Semiconductor Indust,Coley-Bing,"$97,502","$97,502",4/1/2009,12/31/2011,12/31/2011,Team 1,Closed,"$97,502","$97,502","$97,502"
AWD00022448,0902277,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[3B8092221F0E79449060EF75580E774B]]'>GR26596</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Alford,Terry,B3102,Materials Science and Engineering; SOM,Materials Science and Engineering; SOM,Integration of Compound Semiconductors on Flexible Substrates,Coley-Bing,"$711,999","$711,999",7/1/2009,6/30/2013,6/30/2013,Team 1,Closed,"$711,999","$711,999","$711,999"
AWD00022475,0909028,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[BC8D7D3BE63A1F4BB0BC3679CAA56CB6]]'>GR07995</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Johnson,Shane,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,Collaborative Resarch: Materials World Network: III-V Bismide Materials for IR and Mid IR Semiconductors,Stewart,"$345,000","$345,000",8/1/2009,7/31/2013,7/31/2013,Team 1,Closed,"$345,000","$345,000","$345,000"
AWD00022485,0907600,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[DB5FCFCA12DAFC45ACF4E3132C1FD2F5]]'>GR02107</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Menendez,Jose,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Sn-containing group-IV semiconductors for energy applications in photovoltaics and thermoelectricity,Taylor,"$884,357","$884,357",9/1/2009,8/31/2013,8/31/2013,Team 3,Closed,"$884,357","$884,357","$884,357"
AWD00023413,FA9550-10-1-0129,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[1FFD4340CEA1F64B9F40DCF7C1CE5D2A]]'>GR08058</a> ,DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),,,Zhang,Yong-Hang,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,Multicolor (UV-IR) Photodetectors Based on Lattic Matched 61A IIIV and IIIV Semiconductors,Stewart,"$798,500","$798,500",4/15/2010,5/14/2015,5/14/2015,Team 1,Closed,"$798,500","$798,500","$798,500"
AWD00023794,1007557,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[5EF4753134A899458F5CBF774187FC62]]'>GR17916</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Seo,Dong Kyun,B1715,"CLAS-NS: Molecular Sciences, School of (SMS)","CLAS-NS: Molecular Sciences, School of (SMS)","MATERIALS WORLD NETWORK: COMPLEX STRUCTURED ""ELECTRON-POOR"" FRAMEWORK SEMICONDUCTORS WITH POTENTIAL FOR THERMOELECTRIC APPLICATION",Taylor,"$600,000","$600,000",7/15/2010,6/30/2014,6/30/2014,Team 3,Closed,"$600,000","$600,000","$600,000"
AWD00023785,FA9550-10-1-0397,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[3980E0535469954A8BF6303E8693C726]]'>GR08092</a> ,DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),,,Zhang,Yong-Hang,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,(DURIP 10) MBE System Upgrade for Lattice-Matched 6_1 A II VI and III V Semiconductors,Stewart,"$200,123","$200,123",8/1/2010,7/31/2011,7/31/2011,Team 1,Closed,"$200,123","$200,123","$200,123"
AWD00024685,N00014-11-1-0727,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[8685EAAE29C4F64C90F9B3CFB1C47D12]]'>GR23201</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,Liu,Yan,E0836,"Biodesign: Molecular Design and Biomimetics, Center for (MDB)","Biodesign: Molecular Design and Biomimetics, Center for (MDB)",Colloidal Synthesis of Highly Tunable Semiconductor Quantum Materials,Laux,"$209,998","$209,998",5/1/2011,4/30/2014,4/30/2014,Team 1,Closed,"$209,998","$209,998","$209,998"
AWD00024804,N00014-11-1-0821,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[A84E2727B7C4C94DB91805186690B099]]'>GR08182</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,Goodnick,Stephen,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,"Support for the 17th International Conference on Electron Dynamics in Semiconductors, Optoelectronics and Nanostructures (EDISON 17)",Stewart,"$25,000","$25,000",7/1/2011,6/30/2012,6/30/2012,Team 1,Closed,"$25,000","$25,000","$25,000"
AWD00024982,AGR 7/15/11,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[8B05306C3EFFC140B3A3D24C1A2AA29F]]'>GR04540</a> ,Marvell,Marvell,ASU: Consortium for Embedded Systems,ASU: Consortium for Embedded Systems,Vrudhula,Sarma,B1334002,Computer Science and Engineering; IAFSE,Computer Science and Engineering; IAFSE,"Membership Agreement: CES Member: Marvell Semiconductor, Inc.:  Consortium for Embedded Systems Membership",Jenkins,"$25,000","$50,000",7/13/2011,8/31/2014,8/31/2014,Team 2,Closed,"$25,000","$25,000","$50,000"
AWD00025433,12061403,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[394C653AA5E7924BBA7A18FD2AF2C444]]'>GR08281</a> ,Samsung Electronics,Samsung Electronics,,,Schroder,Dieter,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,Investigation of Defects and Their Effects on Image Array Leakage Currents and Other Semiconductor Devices,Stewart,"$99,730","$99,730",3/26/2012,3/25/2013,3/25/2013,Team 1,Closed,"$99,730","$99,730","$99,730"
AWD00026085,W911NF-13-1-0005,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[F602067965302F4BA378408C03FECD83]]'>GR08334</a> ,DOD-ARMY-ARL: Army Research Office (ARO),DOD-ARMY-ARL: Army Research Office (ARO),,,Zhang,Yong-Hang,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,Increased Lifetime Beyond Radiative Limit Using Carrier Separation In Direct Bandgap Semiconductors For IR Detector Applications,Stewart,"$45,000","$45,000",10/22/2012,10/21/2013,10/21/2013,Team 1,Closed,"$45,000","$45,000","$45,000"
AWD00027035,AGM 09/11/13,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[56415B69BF16DE48A8A5E0921D899748]]'>GR10670</a> ,ON Semiconductor,ON Semiconductor,,,McKenna,Ann,I1009,Engineering and Computing Systems; CTI,Engineering and Computing Systems; CTI,CTI iProject - On Semiconductor iProjects 1-2,Mun,"$6,000","$6,000",8/20/2013,5/31/2014,5/31/2014,Team 2,Closed,"$6,000","$6,000","$6,000"
AWD00027112,AGM 09/11/13,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[7E0FE0B657AC7C4EAECF11F407890859]]'>GR10687</a> ,ON Semiconductor,ON Semiconductor,,,McKenna,Ann,I1009,Engineering and Computing Systems; CTI,Engineering and Computing Systems; CTI,CTI iProject - On Semiconductor SOW2 - Design and Construction of a LED Driver  Controller,Mun,"$6,000","$6,000",8/20/2013,5/31/2014,5/31/2014,Team 2,Closed,"$6,000","$6,000","$6,000"
AWD00026879,1309090,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[E9A6E77B337DE54DAAD85D885695EFF9]]'>GR02172</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Menendez,Jose,B1717,CLAS-NS: Physics,CLAS-NS: Physics,SusChEM:  FRG: Molecular routes to new classes of polarnon-polar alloy semiconductors,Taylor,"$788,057","$788,057",9/1/2013,8/31/2017,8/31/2017,Team 3,Expired,"$788,057","$788,057","$788,057"
AWD00027718,1411022,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[882B2C2BD8211A45A617783AD2A47BCC]]'>GR02188</a> ,"NSF-MPS-DMR: Division of Materials Development, Research Informal Settings (MDRISE)","NSF-MPS-DMR: Division of Materials Development, Research Informal Settings (MDRISE)",,,Ponce,Fernando,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Collaborative Research: Fundamental Studies of the Properties of B-III-N Wide-Bandgap Semiconductor Alloys,Taylor,"$210,000","$210,000",7/1/2014,6/30/2017,6/30/2017,Team 3,Closed,"$210,000","$210,000","$210,000"
AWD00028389,7016-001,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[B3A3B38EC7315346813EBAD7B6B9888F]]'>GR08505</a> ,Nonlinear Control Strategies,Nonlinear Control Strategies,DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),Johnson,Shane,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,Physics-Based Models for Mid-IR Bismide Semiconductor Lasers,Stewart,"$50,000","$50,000",12/1/2014,7/31/2015,7/31/2015,Team 1,Closed,"$50,000","$50,000","$50,000"
