ID,Sponsor Award Number,Account,Sponsor,sponsorNameNotAsLink(),Prime Sponsor,primeSponsorNotAsLink(),PI Last,PI First,Lead Financial Unit Code,Lead Financial Unit,leadFinancialUnitNotAsLink(),Short Title,AMT GCO,Obligated,Anticipated,Award Start Date,Obligated End Date,Award End Date (Anticipated),Teams,Status,Authorized Total,Awarded Total,Proposed Total
AWD00008122,DAAH049510122-P00004,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[EC846C19A2C70242AF2D9A7EE4891D16]]'>GR23541</a> ,US Department of Defense (DOD),US Department of Defense (DOD),,,Gardner,Carl,B1716001,"CLAS-NS: Mathematical and Statistical Sciences, School of (SoMSS)","CLAS-NS: Mathematical and Statistical Sciences, School of (SoMSS)",THE QUANTUM HYDRODYNAMIC MODEL FOR SEMICONDUCTOR DEVICES: TH,Taylor,"$136,000","$136,000",3/1/1995,2/28/1998,2/28/1998,Team 3,Closed,"$136,000","$136,000","$136,000"
AWD00008178,DAAH049510252,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[277B49F176ED164DA2F13FFC8640E367]]'>GR07353</a> ,US Department of Defense (DOD),US Department of Defense (DOD),,,El-Ghazaly,Samir,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,MODELING HIGH FREQUENCY SEMICONDUCTOR DEVICES USING MAXWELL,Stewart,"$255,000","$255,000",5/1/1995,12/31/1998,12/31/1998,Team 1,Closed,"$255,000","$255,000","$255,000"
AWD00008368,LTR 06/27/96,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[6C3CA29554DEBC41878362CAE9A81E0E]]'>GR26481</a> ,"Motorola, Inc.","Motorola, Inc.",,,Crozier,Peter,B1719,KE-CF: Eyring Materials Center; CLAS,KE-CF: Eyring Materials Center; CLAS,SEMICONDUCTOR CHARACTERIZATION PROJECT,Taylor,"$50,000","$50,000",8/1/1995,7/31/1997,7/31/1997,Team 3,Closed,"$50,000","$50,000","$50,000"
AWD00008426,990172C-002/010181C,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[D82E33937DEE324E9610EE87515134EE]]'>GR09118</a> ,"Semy Engineering, Inc.","Semy Engineering, Inc.",,,Tsakalis,Konstantinos,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,ADVANCED PROCESS CONTROL IN SEMICONDUCTOR MANUFACTURING,Stewart,"$163,027","$163,027",8/15/1995,8/15/2002,8/15/2002,Team 1,Closed,"$163,027","$163,027","$163,027"
AWD00008417,DMR9521507-003,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[40A159DC19EAF7418E30C00C32CABC84]]'>GR01724</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Menendez,Jose,B1717,CLAS-NS: Physics,CLAS-NS: Physics,LIGHT SCATTERING STUDIES OF SEMICONDUCTOR HETEROSTRUCTURE INTERFACE,Taylor,"$298,563","$298,563",8/15/1995,7/31/2000,7/31/2000,Team 3,Closed,"$298,563","$298,563","$298,563"
AWD00008636,CONSORTIUM AGREEMENT,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[E4A9D60D946C3F46A553942B2952589D]]'>GR27910</a> ,VLSI Standards,VLSI Standards,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Hirleman,Edwin,B1315,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Coley-Bing,"$40,000","$40,000",1/1/1996,12/31/1997,12/31/1997,Team 1,Closed,"$40,000","$40,000","$40,000"
AWD00008638,CONSORTIUM AGREEMENT,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[879BC8039D4CF14F92BAA42849C67E2D]]'>GR27918</a> ,Tencor Instruments,Tencor Instruments,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Hirleman,Edwin,B1315,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Coley-Bing,"$150,000","$150,000",1/1/1996,12/31/1998,12/31/1998,Team 1,Closed,"$150,000","$150,000","$150,000"
AWD00008637,CONSORTIUM AGREEMENT,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[282526BAF29C3C43823AD6240DF57A18]]'>GR27907</a> ,Applied Materials,Applied Materials,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Hirleman,Edwin,B1315,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Coley-Bing,"$300,000","$300,000",1/1/1996,12/31/2001,12/31/2001,Team 1,Closed,"$300,000","$300,000","$300,000"
AWD00008615,CONSORTIUM AGREEMENT,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[1AEC84952C403749B377062D4BDF3F34]]'>GR27711</a> ,Sematech,Sematech,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Diaz,Rodolfo,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Stewart,"$350,000","$350,000",1/1/1996,12/31/2002,12/31/2002,Team 1,Closed,"$350,000","$350,000","$350,000"
AWD00008635,CONSORTIUM AGREEMENT,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[1B51FA53A16BDA42B2CCC834E6CC125C]]'>GR27917</a> ,Advanced Micro Devices,Advanced Micro Devices,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Hirleman,Edwin,B1315,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Coley-Bing,"$105,000","$105,000",1/1/1996,12/31/1998,12/31/1998,Team 1,Closed,"$105,000","$105,000","$105,000"
AWD00008640,CONSORTIUM AGREEMENT,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[52FB93EFC0F4A147A77A9CB1EC07A561]]'>GR27908</a> ,Duke Scientific Corporation,Duke Scientific Corporation,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Hirleman,Edwin,B1315,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Coley-Bing,"$120,000","$120,000",1/1/1996,12/31/2001,12/31/2001,Team 1,Closed,"$120,000","$120,000","$120,000"
AWD00008633,CONSORTIUM AGREEMENT,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[62DD47C2C1EA9B4194E86E12804AECF4]]'>GR27906</a> ,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,,,Diaz,Rodolfo,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Stewart,"$1,795,405","$1,795,405",1/1/1996,12/31/2002,12/31/2002,Team 1,Closed,"$1,795,405","$1,795,405","$1,795,405"
AWD00008639,CONSORTIUM AGREEMENT,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[A6F7C111751CB1439B9A37282ABB5E96]]'>GR27922</a> ,KLA Instruments Corporation,KLA Instruments Corporation,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Hirleman,Edwin,B1315,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Coley-Bing,"$83,000","$83,000",1/1/1996,12/31/1997,12/31/1997,Team 1,Closed,"$83,000","$83,000","$83,000"
AWD00008641,CONSORTIUM AGREEMENT,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[61FEAA917CD7BE4E9D44B54B09BEF2A6]]'>GR27915</a> ,"Optical Specialities, Inc. (OSI)","Optical Specialities, Inc. (OSI)",ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Hirleman,Edwin,B1315,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Coley-Bing,"$50,000","$50,000",1/1/1996,12/31/1996,12/31/1996,Team 1,Closed,"$50,000","$50,000","$50,000"
AWD00008634,CONSORTIUM AGREEMENT,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[2E989B8E9C8A374CBDA4ED432FE81FDD]]'>GR27916</a> ,ADE Optical Systems,ADE Optical Systems,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Hirleman,Edwin,B1315,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Coley-Bing,"$85,554","$85,554",1/1/1996,12/31/1998,12/31/1998,Team 1,Closed,"$85,554","$85,554","$85,554"
AWD00008691,960790,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[8157241FDDDB7A43B1C1F379B7E7483A]]'>GR00493</a> ,"Motorola, Inc.","Motorola, Inc.",,,Rivera,Daniel,B1314,Chemical Engineering,Chemical Engineering,BENEFITS OF ADVANCED PROCESS CONTROL METHODS IN SEMICONDUCTOR MANUFACTURING,Coley-Bing,"$15,732","$15,732",2/1/1996,8/31/1996,8/31/1996,,Closed,"$15,732","$15,732","$15,732"
AWD00008726,48831IE,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[1B5F988EDB90F34DBB0281CD11BDC074]]'>GR29801</a> ,Texas A&M University (TAMU),Texas A&M University (TAMU),National Science Foundation (NSF),National Science Foundation (NSF),Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",SUPPORT FOR THE REAL-TIME PRODUCT FLOW CONTROL IN SEMICONDUCTOR MANUFACTURING PROJECT,Jenkins,"$14,974","$14,974",3/1/1996,10/15/1996,10/15/1996,Team 2,Closed,"$14,974","$14,974","$14,974"
AWD00008834,97189C-004,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[08CA00D885FA4A41913729FC9F7C2513]]'>GR30008</a> ,PRI Automation,PRI Automation,,,Mackulak,Gerald,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",ESTIMATION OF THE AUTOMOD DEVELOPMENT DRIVERS IN SEMICONDUCTOR MATERIAL HANDLING SIMULATIONS,Jenkins,"$87,117","$87,117",5/16/1996,5/15/1999,5/15/1999,Team 2,Closed,"$87,117","$87,117","$87,117"
AWD00009013,96198C-005,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[9F00E2028167154BB6BD2EF8523766F1]]'>GR30013</a> ,Infineon Technologies (formerly Siemens Energy AG),Infineon Technologies (formerly Siemens Energy AG),,,Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",MODELING & SIMULATION FOR PRODUCTIVITY IMPROVEMENT OF A SEMICONDUCTOR PRODUCTION LINE,Jenkins,"$227,978","$227,978",7/15/1996,12/31/2001,12/31/2001,Team 2,Closed,"$227,978","$227,978","$227,978"
AWD00009301,CONSORTIUM AGREEMENT,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[2A22F81B818ED74585B971642F57EB19]]'>GR27705</a> ,Sumitomo Sitix Silicon Inc.,Sumitomo Sitix Silicon Inc.,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Hirleman,Edwin,B1315,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Coley-Bing,"$150,000","$150,000",1/1/1997,12/31/1998,12/31/1998,Team 1,Closed,"$150,000","$150,000","$150,000"
AWD00009282,97156C,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[CCE9B4C2DA937440B8CD7543BEB2E5FF]]'>GR08896</a> ,"Beacon Light Products, Inc.","Beacon Light Products, Inc.",,,Schroder,Dieter,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,MODELINGOF SEMICONDUCTOR DEVICES,Stewart,"$25,761","$25,761",1/1/1997,8/15/1997,8/15/1997,Team 1,Closed,"$25,761","$25,761","$25,761"
AWD00009340,N000149710286,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[C260059004511E408F701B0482810B24]]'>GR07213</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,Ferry,David,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,INTERNATIONAL CONFERENCE ON HOT CARRIERS IN SEMICONDUCTORS,Stewart,"$10,000","$10,000",2/1/1997,1/31/1998,1/31/1998,Team 1,Closed,"$10,000","$10,000","$10,000"
AWD00009381,97170C,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[2F36F293738DF5448DE29C3F54A663AA]]'>GR30037</a> ,"Motorola, Inc.","Motorola, Inc.",,,Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",OVERALL EQUIPMENT EFFECTIVENESS IN SEMICONDUCTOR MANUFACTURING,Jenkins,"$24,000","$24,000",3/1/1997,8/31/1997,8/31/1997,Team 2,Closed,"$24,000","$24,000","$24,000"
AWD00009380,97212C,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[215759D0650E9049AF16262B40C282F8]]'>GR30033</a> ,Tefen,Tefen,,,Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",THE ROLE OF THE INDUSTRIAL ENGINEER IN SEMICONDUCTOR MANUFACTURING,Jenkins,"$18,327","$18,327",3/1/1997,8/31/1997,8/31/1997,Team 2,Closed,"$18,327","$18,327","$18,327"
AWD00009485,9602373,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[8F96189EB597A24FBA36193370F16BBD]]'>GR26453</a> ,Maricopa County Community College District (MCCCD),Maricopa County Community College District (MCCCD),National Science Foundation (NSF),National Science Foundation (NSF),Ramakrishna,B,B1719,KE-CF: Eyring Materials Center; CLAS,KE-CF: Eyring Materials Center; CLAS,VISUALIZATION MODULE FOR THE SEMICONDUCTOR MANUFACTURING PROCESS,Taylor,"$8,600","$8,600",5/19/1997,8/31/1997,8/31/1997,Team 3,Closed,"$8,600","$8,600","$8,600"
AWD00009630,DMS9706792,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[444DED7CA8105145B8CBA09BA9732AFA]]'>GR23616</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Gardner,Carl,B1716001,"CLAS-NS: Mathematical and Statistical Sciences, School of (SoMSS)","CLAS-NS: Mathematical and Statistical Sciences, School of (SoMSS)",NUMERICAL SIMULATION OF QUANTUM TRANSPORT IN SEMICONDUCTOR DEVICES,Taylor,"$144,294","$144,294",8/1/1997,7/31/2001,7/31/2001,Team 3,Closed,"$144,294","$144,294","$144,294"
AWD00009672,ECS9796280,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[EB26D6B8017D8443A520111AFDD2462F]]'>GR07216</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Goodnick,Stephen,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,PARALLELIZATION OF PARTICLE TRANSPORT ALGORITHMS IN SEMICONDUCTOR DEVICE PHYSICS,Stewart,"$96,152","$96,152",8/15/1997,11/30/1998,11/30/1998,Team 1,Closed,"$96,152","$96,152","$96,152"
AWD00009661,LTR 08/20/97,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[A746E1053691F0458AAE50B2F03C8136]]'>GR30141</a> ,"Motorola, Inc.","Motorola, Inc.",,,Cochran,Jeffery,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",CAPACITY MODELING IN SEMICONDUCTOR MANUFACTURING,Jenkins,"$9,001","$9,001",8/15/1997,12/31/1997,12/31/1997,Team 2,Closed,"$9,001","$9,001","$9,001"
AWD00010005,38020604-OP,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[7FC04C36DE52AC4AB80A7A75CCF3B758]]'>GR30031</a> ,Sematech,Sematech,,,Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",VALUE CHAIN INTEGRATION IN SEMICONDUCTOR MANUFACTURING,Jenkins,"$27,878","$27,878",2/2/1998,12/30/1998,12/30/1998,Team 2,Closed,"$27,878","$27,878","$27,878"
AWD00010015,98181C,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[BB9E52ABC4C1BB49BE44DD0F25FEEEA0]]'>GR30043</a> ,"Motorola, Inc.","Motorola, Inc.",,,Cochran,Jeffery,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",CAPACITY MODELING IN SEMICONDUCTOR MANUFACTURING,Jenkins,"$9,000","$9,000",2/18/1998,6/30/1998,6/30/1998,Team 2,Closed,"$9,000","$9,000","$9,000"
AWD00010051,LTR 03/18/97,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[E6067841A10F324F96E92815CF63E909]]'>GR30035</a> ,Intel Corporation,Intel Corporation,,,Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",MODELING AND ANALYSIS OF SEMICONDUCTOR MANUFACTURING,Jenkins,"$30,000","$30,000",3/31/1998,3/31/1999,3/31/1999,Team 2,Closed,"$30,000","$30,000","$30,000"
AWD00010075,CR7246162,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[C08A2DCC0CF45148B2CE90EB0B7783B8]]'>GR30041</a> ,Intel Corporation,Intel Corporation,,,Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",A DEEPER UNDERSTANDING OF SEMICONDUCTOR MANUFACTURING,Jenkins,"$60,000","$60,000",4/15/1998,4/14/2002,4/14/2002,Team 2,Closed,"$60,000","$60,000","$60,000"
AWD00010135,PO536341,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[239B9A5B57B06E468B2BCDE7EAD39497]]'>GR30042</a> ,"Motorola, Inc.","Motorola, Inc.",,,Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",PROCEDURES FOR CAPACITY MODELING IN SEMICONDUCTOR MANUFACTURING,Jenkins,"$29,500","$29,500",5/16/1998,5/31/1999,5/31/1999,Team 2,Closed,"$29,500","$29,500","$29,500"
AWD00010156,NCC25267-002,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[9706737F96EFEC4AB945C2DC22A49CE7]]'>GR07221</a> ,NASA: Ames Research Center,NASA: Ames Research Center,,,Zhang,Yong-Hang,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,MODELING & OPTIMIZATION OF ULTRAFAST SEMICONDUCTOR QUANTUM WELL DEVICES,Stewart,"$134,640","$134,640",6/1/1998,12/31/1999,12/31/1999,Team 1,Closed,"$134,640","$134,640","$134,640"
AWD00010202,98249C,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[9A9E2D494A9D8646BEEBD0183DEA5B40]]'>GR30045</a> ,"Technical Systems Integrators, Inc","Technical Systems Integrators, Inc",,,Mou,Jong-I,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",PERFORMANCE MODELING FOR THE DESIGN OF SEMICONDUCTOR MANUFACTURING EQUIPMENT,Jenkins,"$4,500","$4,500",6/16/1998,9/15/1998,9/15/1998,Team 2,Closed,"$4,500","$4,500","$4,500"
AWD00010263,98218C,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[1A3BC224690540478B2E7D4D267D178F]]'>GR27137</a> ,DOE: Lawrence Livermore National Laboratory (LLNL),DOE: Lawrence Livermore National Laboratory (LLNL),US Department of Energy (DOE),US Department of Energy (DOE),Diaz,Rodolfo,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Stewart,"$50,000","$50,000",7/1/1998,12/31/2002,12/31/2002,Team 1,Closed,"$50,000","$50,000","$50,000"
AWD00010262,98219C,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[4C55B5086AA4BD439A616F245D7F072C]]'>GR27739</a> ,Inspex,Inspex,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Diaz,Rodolfo,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Stewart,"$250,000","$250,000",7/1/1998,12/31/2002,12/31/2002,Team 1,Closed,"$250,000","$250,000","$250,000"
AWD00010259,3661917840-003,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[77B8245662D2AD429EC28737CE9D3A4D]]'>GR29813</a> ,University of New Mexico,University of New Mexico,NSF: Directorate for Computer & Information Science & Engineering (CISE),NSF: Directorate for Computer & Information Science & Engineering (CISE),Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",CROSS-TRAINING TECHNICIANS & ENGINEERS FOR SEMICONDUCTOR MANUFACTURING,Jenkins,"$134,250","$134,250",7/1/1998,6/30/2001,6/30/2001,Team 2,Closed,"$134,250","$134,250","$134,250"
AWD00010323,99107C,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[F99F5CBF5431E144B19FAC1A0F3B1FEF]]'>GR30048</a> ,"Abpac, Inc.","Abpac, Inc.",,,Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",PERFORMANCE MODELING FOR THE DESIGN OF A SEMICONDUCTOR PACKAGE ASSEMBLY PROCESS,Jenkins,"$3,671","$3,671",7/16/1998,10/15/1998,10/15/1998,Team 2,Closed,"$3,671","$3,671","$3,671"
AWD00010412,PO Y501748-002,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[A6976028936DAA41AE9AC9C968BC2754]]'>GR00153</a> ,University of Arizona,University of Arizona,NSF: Directorate for Engineering (ENG),NSF: Directorate for Engineering (ENG),Raupp,Gregory,B1314,Chemical Engineering,Chemical Engineering,ENVIRONMENTALLY - BENIGN ADDITIVE SEMICONDUCTOR PROCESSING,Coley-Bing,"$287,126","$287,126",9/1/1998,8/31/2002,8/31/2002,,Closed,"$287,126","$287,126","$287,126"
AWD00010607,CHE9814056,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[CF66D11A41275D43918D211F805F345E]]'>GR18144</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Balasubramanian,Krishnan,B1715,"CLAS-NS: Molecular Sciences, School of (SMS)","CLAS-NS: Molecular Sciences, School of (SMS)",ELECTRONIC STRUCTURE OF SEMICONDUCTOR CLUSTERS,Taylor,"$116,246","$116,246",12/1/1998,11/30/2000,11/30/2000,Team 3,Closed,"$116,246","$116,246","$116,246"
AWD00010631,CK 786634,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[C3EE0E09EB95E1459B0F47CBEEB8FA68]]'>GR27765</a> ,ADE Optical Systems,ADE Optical Systems,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Diaz,Rodolfo,B1315,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Coley-Bing,"$28,518","$28,518",1/1/1999,12/31/1999,12/31/1999,Team 1,Closed,"$28,518","$28,518","$28,518"
AWD00010716,991100,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[DAAB98650918A5449D145A0A987D3397]]'>GR30060</a> ,IPEC,IPEC,,,Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",PERFORMANCE ANALYSIS OF SEMICONDUCTOR MANUFACTURING EQUIPMENT,Jenkins,"$2,200","$2,200",2/15/1999,5/15/1999,5/15/1999,Team 2,Closed,"$2,200","$2,200","$2,200"
